鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
信義區,土地,逸仙段三小段459地號,6.66,都市：其他:道路用地(公共設施用地)。51/9/1,,,1130502,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1023194,153633,,0.0,0,113年度臺北市政府以容積代金基金採購私有公共設施保留地包含公共設施保留地用地；,RPQNMLRLMHJGFDA97DA,0.0,0.0,0.0,無,
信義區,土地,永吉段二小段669地號,38.0,都市：其他:道路用地(公共設施用地)。51/2/2,,,1130502,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3887400,102300,,0.0,0,113年度臺北市政府以容積代金基金採購私有公共設施保留地包含公共設施保留地用地；,RPRNMLRLMHJGFDA08DA,0.0,0.0,0.0,無,001
信義區,土地,祥和段四小段370地號,4.5,都市：其他:道路用地(公共設施用地)。51/9/1,,,1130502,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,333450,74100,,0.0,0,113年度臺北市政府以容積代金基金採購私有公共設施保留地包含公共設施保留地用地；,RPTNMLRLMHJGFDA28DA,0.0,0.0,0.0,無,
文山區,房地(土地+建物),臺北市文山區萬美街二段２巷７號五樓之１,64.27,都市：其他:第貳類住宅用地(萬芳社區特定專用區)。,,,1130513,土地1建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0720916,99.62,3,2,1,有,有,14000000,140534,,0.0,0,,RPPNMLRKNHJGFAA67EA,69.62,0.0,6.44,有,
中山區,車位,臺北市中山區林森北路６５３號地下一層,0.15,商,,,1130503,土地1建物1車位1,地下一層,九層,其他,商業用,鋼筋混凝土造,0961024,20.040000000000003,0,0,0,無,有,950000,,坡道機械,20.03,950000,僅車位交易；,RPSNMLQKNHJGFCA08EA,0.0,0.0,0.0,有,002
中正區,房地(土地+建物)+車位,臺北市中正區羅斯福路三段２號二十三樓之２,38.46,商,,,1130515,土地2建物1車位4,二十三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1060425,444.6,3,2,2,有,有,112000000,251912,坡道平面,109.28,0,親友、員工、共有人或其他特殊關係間之交易；,RPSOMLOKNHJGFAA67DA,200.89,12.36,10.08,有,003
中正區,房地(土地+建物),臺北市中正區鎮江街１巷１號七樓,25.04,商,,,1130502,土地1建物3車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0631018,129.5,3,2,1,有,有,30000000,231660,,0.0,0,陽台外推；,RPPOMLKLNHJGFBA17DA,104.66,0.0,11.24,有,004
萬華區,房地(土地+建物),臺北市萬華區武成街１２５巷４弄１９號,7.0,住,,,1130513,土地1建物1車位0,全,三層,透天厝,住家用,加強磚造,0530104,19.57,3,2,2,有,無,1200000,61318,,0.0,0,1.土地增值稅由買方負擔2.持分移轉親友、員工、共有人或其他特殊關係間之交易；,RPOPMLKLNHJGFBA17DA,19.58,0.0,0.0,無,
信義區,土地,永春段一小段560地號,7.0,都市：其他:道路用地(公共設施用地)。51/9/1,,,1130502,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,726600,103800,,0.0,0,113年度臺北市政府以容積代金基金採購私有公共設施保留地包含公共設施保留地用地；,RPPNMLRLMHJGFDA87DA,0.0,0.0,0.0,無,
信義區,建物,臺北市信義區信義路六段１８號,0.0,,,,1130513,土地0建物1車位0,一層,七層,華廈(10層含以下有電梯),其他,鋼筋混凝土造,0760825,14.870000000000001,0,0,0,無,無,1000000,67204,,0.0,0,建物坐落地號：永春段三小段436-4地號；親友、員工、共有人或其他特殊關係間之交易；,RPPOMLKLNHJGFDA37DA,6.62,7.77,0.0,有,
北投區,房地(土地+建物)+車位,臺北市北投區中央北路三段４０巷１９弄１１號八樓之２,19.33,住,,,1130513,土地1建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970702,97.53999999999999,2,2,1,有,有,16000000,182712,其他,18.18,1500000,陽台外推；,RPXOMLKLNHJGFEA28DA,44.62,2.72,6.53,有,
大安區,房地(土地+建物),臺北市大安區永康街２３巷２２之２號,10.87,住,,,1130511,土地1建物1車位0,一層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0801024,39.010000000000005,1,0,1,有,有,6000000,153807,,0.0,0,一樓平台增建親友、員工、共有人或其他特殊關係間之交易；其他增建；,RPROMLKLNHJGFFA77DA,20.12,4.98,0.0,有,
大同區,房地(土地+建物),臺北市大同區大龍街８９巷１號四樓之１,9.97,住,,,1130501,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,19.39,1,1,1,有,無,3000000,154719,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLKLNHJGFBA37EA,17.68,0.0,1.71,無,
信義區,土地,三興段一小段719地號,19.42,都市：其他:道路用地(公共設施用地)。51/9/1,,,1130503,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,950000,48919,,0.0,0,包含公共設施保留地用地；,RPPNMLKLNHJGFDA37EA,0.0,0.0,0.0,無,005
內湖區,土地,碧湖段二小段696地號,95.5,住,,,1130507,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,14707000,154000,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWOMLRJNHJGFCA48DA,0.0,0.0,0.0,無,
中山區,房地(土地+建物),臺北市中山區中山北路二段５９巷４５號七樓之５,5.93,商,,,1130503,土地1建物1車位0,七層,十六層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0880928,49.58,2,1,1,有,有,14500000,292457,,0.0,0,,RPWOMLQKNHJGFCA48DA,35.43,0.0,2.94,有,
中山區,房地(土地+建物)+車位,臺北市中山區松江路７７巷２號八樓之３,3.12,商,,,1130510,土地2建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0931224,36.989999999999995,0,0,0,無,有,6000000,162250,坡道平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLKLNHJGFCA47DA,9.54,0.95,0.0,有,
內湖區,車位,臺北市內湖區大湖街１３１巷２弄２、６、８、１０、１２號門牌房屋地下二層,8.54,商,,,1130510,土地3建物1車位1,地下二層,十二層,其他,停車空間,鋼筋混凝土造,0851231,49.35,0,0,0,無,有,2050000,,坡道平面,49.35,2050000,僅車位交易；,RPWNMLLLNHJGFCA97DA,0.0,0.0,0.0,有,006
南港區,土地,中南段二小段857地號,1248.1,住,,,1130508,土地10建物0車位0,,,其他,,,,0.0,0,0,0,無,無,636900000,510296,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLKLNHJGFDA37DA,0.0,0.0,0.0,無,007
松山區,車位,臺北市松山區八德路四段７８１號,0.23,商,,,1130511,土地1建物1車位2,一層,十五層,其他,一般事務所,鋼筋混凝土造,0960724,44.989999999999995,0,0,0,無,有,2300000,,坡道機械,45.0,2300000,僅車位交易；,RPQPMLKLNHJGFDA57DA,0.0,0.0,0.0,有,008
北投區,房地(土地+建物),臺北市北投區泉源路３６之２２號四樓之３,12.16,住,,,1130502,土地1建物1車位0,四層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0780921,79.0,1,1,1,有,有,8600000,108861,,0.0,0,陽台外推；,RPSOMLLLNHJGFEA87DA,56.62,1.12,5.93,有,009
士林區,房地(土地+建物),臺北市士林區士東路２７６號四樓,14.93,住,,,1130505,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0971014,65.44,1,1,1,有,有,16180000,247249,,0.0,0,其他增建；,RPXNMLLLNHJGFEA38EA,32.28,7.96,3.69,有,010
中正區,房地(土地+建物),臺北市中正區汀州路一段１４０巷２號,17.0,住,,,1130513,土地1建物1車位0,全,二層,透天厝,,加強磚造,,14.35,5,2,5,有,無,6000000,418118,,0.0,0,房地僅移轉1/6,RPTNMLLLNHJGFAA47DA,14.35,0.0,0.0,無,011
內湖區,房地(土地+建物),臺北市內湖區成功路四段３２３巷２弄６號二樓,35.4,都市：其他:第三種住宅區。,,,1130505,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700311,94.8,3,2,2,有,無,19000000,200422,,0.0,0,其他增建；,RPRNMLTJNHJGFCA08DA,87.05,0.0,7.75,無,
南港區,房地(土地+建物),臺北市南港區合順街８巷５弄２８號二樓,8.5,住,,,1130507,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,30.8,3,1,1,有,無,2600000,84416,,0.0,0,,RPQNMLKKNHJGFDA27DA,30.8,0.0,0.0,無,
南港區,房地(土地+建物),臺北市南港區玉成街５２巷７號三樓,21.18,住,,,1130504,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0721220,79.46000000000001,3,2,1,有,無,16750000,210798,,0.0,0,,RPQOMLLLNHJGFDA57DA,61.3,0.0,12.12,無,
南港區,房地(土地+建物),臺北市南港區松河街６５８號三樓,37.28,工,,,1130503,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,0710708,100.81,2,1,1,有,無,7200000,71421,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；含租約；,RPWNMLMLNHJGFDA18DA,82.54,7.27,11.0,無,012
信義區,房地(土地+建物),臺北市信義區基隆路一段１４７巷１３號四樓,19.34,住,,,1130506,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0630201,50.48,3,2,1,有,無,13000000,257528,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPOMLMLNHJGFDA57DA,50.48,0.0,0.0,無,
北投區,房地(土地+建物),臺北市北投區中央北路二段４２巷１１弄１６號二樓,27.52,住,,,1130507,土地1建物1車位0,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810602,98.49000000000001,3,2,1,有,無,16800000,170576,,0.0,0,陽台外推；,RPXNMLOKNHJGFEA48DA,70.19,1.34,9.48,有,013
士林區,土地,溪洲段三小段290地號,52.92,住,,,1130516,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4200000,79365,,0.0,0,,RPQOMLQKNHJGFEA08DA,0.0,0.0,0.0,無,014
北投區,房地(土地+建物)+車位,臺北市北投區光明路２００號十一樓之１１,2.86,都市：其他:特定觀光商業專用區。,,,1130515,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0940322,41.45,1,1,1,有,有,6050000,145959,坡道機械,16.66,0,夾層；其他增建；,RPXNMLKLNHJGFEA18DA,12.95,0.57,1.39,有,015
士林區,房地(土地+建物)+車位,臺北市士林區天母東路３６之２號三樓,15.71,商,,,1130504,土地1建物1車位1,三層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0751017,226.13,4,2,2,有,有,42880000,223712,坡道平面,50.1,3500000,陽台外推；其他增建；,RPQPMLKLNHJGFEA67DA,175.73,1.34,15.75,有,
士林區,土地,中洲段912地號,103.21,都市：其他:堤防用地(公共設施用地)(將來係採用區段徵收之方式辦理整體開發)。80/6/5,,,1130502,土地9建物0車位0,,,其他,,,,0.0,0,0,0,無,無,7805000,75623,,0.0,0,包含公共設施保留地用地；,RPRNMLMLNHJGFEA77DA,0.0,0.0,0.0,無,016
文山區,房地(土地+建物),臺北市文山區興隆路四段５８巷２４號二樓,35.43,住,,,1130510,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0810617,120.88,3,1,2,有,無,11000000,90999,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPOMLMLNHJGFAA37EA,92.29,5.85,10.25,無,
萬華區,房地(土地+建物),臺北市萬華區環河南路二段１４８巷１４號五樓,13.9,住,,,1130507,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770714,51.879999999999995,3,1,1,有,無,5180000,99846,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPROMLMLNHJGFBA67EA,37.28,0.0,5.68,無,
中山區,車位,臺北市中山區天祥路７８號,1.05,商,,,1130502,土地1建物1車位1,一層,十四層,其他,商業用,鋼筋混凝土造,0931203,36.17,0,0,0,無,有,2000000,,坡道平面,0.0,2000000,親友、員工、共有人或其他特殊關係間之交易；僅車位交易；,RPRNMLLLNHJGFCA57EA,0.0,0.0,0.0,有,017
士林區,房地(土地+建物),臺北市士林區光華路２６巷１之２號三樓,51.93,住,,,1130508,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0661108,143.08,8,0,8,有,無,15360000,107353,,0.0,0,陽台外推；,RPPOMLMLNHJGFEA77EA,131.5,0.0,11.58,無,
內湖區,房地(土地+建物),臺北市內湖區康寧路三段９９巷２號五樓之１,39.25,住,,,1130501,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831202,123.69,3,2,2,有,有,25500000,206161,,0.0,0,其他增建；,RPOOMLQJNHJGFCA57DA,76.59,0.5,14.28,有,
內湖區,房地(土地+建物)+車位,臺北市內湖區江南街９６巷７號四樓之１,13.71,住,,,1130503,土地1建物1車位1,四層，電梯樓梯間,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851113,149.63,2,1,1,有,有,28200000,188465,坡道平面,0.0,0,陽台外推；其他增建；,RPUNMLKLNHJGFCA67DA,56.88,29.64,7.05,有,
信義區,房地(土地+建物),臺北市信義區信義路五段１１７號三樓之２,7.77,都市：其他:特定業務區(信義計畫特定專用區)。,,,1130503,土地1建物1車位0,三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980702,47.69,1,1,1,有,有,16600000,348081,,0.0,0,陽台外推；,RPVNMLMLNHJGFDA08DA,27.51,1.28,3.82,有,018
北投區,房地(土地+建物),臺北市北投區溫泉路７１號二樓之９,3.49,都市：其他:特定觀光商業專用區。,,,1130502,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0700218,27.150000000000002,1,0,1,有,有,3500000,128913,,0.0,0,,RPXNMLNLNHJGFEA48DA,19.42,0.0,4.02,有,
中山區,房地(土地+建物),臺北市中山區長春路２８７號六樓之１,3.84,商,,,1130503,土地1建物1車位0,六層,十層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0711214,35.480000000000004,0,0,0,無,無,7400000,208568,,0.0,0,,RPOPMLMLNHJGFCA57EA,23.52,0.0,4.01,有,
北投區,房地(土地+建物),臺北市北投區中央北路一段１９１號十樓之１,23.18,商,,,1130509,土地2建物1車位0,十層,十一層,住宅大樓(11層含以上有電梯),其他,鋼骨鋼筋混凝土造,0920506,177.57,4,2,2,有,有,32000000,180211,,0.0,0,,RPPNMLOKNHJGFEA67DA,117.7,0.0,11.59,有,019
北投區,房地(土地+建物)+車位,臺北市北投區公路５５號二樓,42.77,住,,,1130507,土地1建物1車位1,二層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1000609,219.66,3,2,2,有,有,33000000,176148,坡道平面,46.51,2500000,,RPQOMLLLNHJGFEA67DA,101.8,5.72,3.61,有,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段７２巷６３號五樓,31.11,住,,,1130505,土地1建物1車位1,五層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830729,160.16,3,2,2,有,有,28000000,174825,坡道平面,0.0,2500000,,RPQNMLOLNHJGFCA77EA,128.48,1.58,15.75,有,
文山區,房地(土地+建物),臺北市文山區試院路１巷８號九樓,28.56,住,,,1130514,土地2建物1車位0,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021115,170.03,3,2,2,有,有,33000000,194083,,0.0,0,,RPQNMLOKNHJGFAA37DA,80.87,13.24,8.81,有,020
松山區,房地(土地+建物),臺北市松山區南京東路五段２３９號十樓之２３,3.62,都市：其他:聯合開發區(捷)。,,,1130511,土地1建物1車位0,十層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980331,45.44,1,1,1,有,有,14880000,327465,,0.0,0,,RPXNMLSLNHJGFDA88DA,26.82,0.0,3.1,有,021
北投區,房地(土地+建物),臺北市北投區立農街二段２９４號四樓,24.18,商,,,1130507,土地3建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0631129,70.8,3,1,1,有,無,10567567,149259,,0.0,0,含土地增值稅或其他稅費567567元；親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,RPTNMLOKNHJGFEA08DA,70.8,0.0,0.0,無,
萬華區,房地(土地+建物),臺北市萬華區和平西路三段３８２巷１２弄５０號四樓,17.27,住,,,1130503,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650709,51.35,2,2,1,有,無,8000000,155794,,0.0,0,,RPPNMLRLNHJGFBA87EA,48.65,0.0,2.7,無,022
中正區,房地(土地+建物),臺北市中正區連雲街１８之１號二樓,50.25,住,,,1130514,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0630503,136.01,3,2,2,有,無,34000000,249982,,0.0,0,陽台外推；其他增建；,RPTNMLOLNHJGFBA87DA,136.01,0.0,0.0,無,
中山區,房地(土地+建物)+車位,臺北市中山區長春路２８號十三樓之２,9.26,商,,,1130514,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990212,123.22,2,2,1,有,有,28500000,257374,塔式車位,19.48,1800000,,RPQOMLRKNHJGFCA97DA,57.81,2.0,7.28,有,
中山區,房地(土地+建物),臺北市中山區長春路８８號九樓之５,3.52,商,,,1130514,土地1建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0690201,30.25,0,0,0,無,有,5750000,190083,,0.0,0,,RPROMLNLNHJGFCA77DA,23.39,0.0,0.0,有,
內湖區,房地(土地+建物),臺北市內湖區內湖路三段６０巷１２弄１０號四樓,31.53,住,,,1130504,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681128,99.54,2,2,2,有,無,16500000,165763,,0.0,0,其他增建；,RPVNMLRLNHJGFCA48DA,87.94,0.0,11.6,無,023
士林區,房地(土地+建物),臺北市士林區延平北路六段２５８巷３６弄１號二樓,37.39,住,,,1130501,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690426,101.15,3,2,2,有,無,13380000,132279,,0.0,0,,RPRNMLLJNHJGFEA47DA,87.92,0.0,10.69,無,024
北投區,房地(土地+建物),臺北市北投區泉源路２８號四樓之４、四樓之５,13.94,都市：其他:第三種住宅區。,,,1130501,土地2建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0700424,68.93,1,1,1,有,有,9300000,134919,,0.0,0,陽台外推；,RPQPMLRKNHJGFEA28DA,49.64,0.0,6.6,有,
松山區,房地(土地+建物),臺北市松山區八德路三段１６５號九樓之１,1.45,商,,,1130508,土地1建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070331,16.53,2,1,2,有,有,6000000,362757,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLSLNHJGFDA18EA,9.53,1.2,0.62,有,
信義區,房地(土地+建物)+車位,臺北市信義區永吉路５５號九樓之２,6.58,商,,,1130507,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960524,92.32,2,1,2,有,有,23150000,280186,坡道機械,15.05,1500000,夾層；,RPQNMLSLNHJGFDA28EA,44.2,2.85,1.92,有,
士林區,房地(土地+建物),臺北市士林區延平北路六段２２８號六樓之１,8.13,商,,,1130520,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100914,59.519999999999996,1,1,1,有,有,11700000,196573,,0.0,0,,RPQNMLSLNHJGFEA38EA,23.52,2.25,4.47,有,
文山區,房地(土地+建物),臺北市文山區溪口街１０７巷３號四樓,21.75,住,,,1130505,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690125,69.89,2,2,1,有,無,12000000,171698,,0.0,0,其他增建；,RPUNMLRKNHJGFAA08DA,60.11,0.0,6.54,無,
文山區,房地(土地+建物),臺北市文山區和興路４４巷１４弄１４號二樓,39.33,住,,,1130502,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,,71.82,2,2,1,有,無,10500000,146199,,0.0,0,,RPWNMLOLNHJGFAA08DA,71.82,0.0,0.0,無,
文山區,房地(土地+建物),臺北市文山區秀明路二段８號二樓,60.94,住,,,1130506,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730419,153.6,3,2,2,有,無,19150000,124674,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLKMNHJGFAA17DA,123.96,0.0,12.86,無,
內湖區,房地(土地+建物),臺北市內湖區康寧路三段２１９巷４號二樓,31.63,商,,,1130507,土地3建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740923,112.17,2,2,2,有,無,18800000,167603,,0.0,0,陽台外推；,RPSNMLKKNHJGFCA37DA,91.65,0.0,11.88,無,
內湖區,房地(土地+建物),臺北市內湖區行善路２５巷１４號九樓,45.36,住,,,1130507,土地1建物1車位0,九層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860526,120.55,3,2,1,有,有,23000000,190792,,0.0,0,,RPRPMLRLNHJGFCA28DA,69.08,0.0,7.64,有,
北投區,房地(土地+建物)+車位,臺北市北投區大業路５１６號二十二樓,17.02,商,,,1130505,土地2建物1車位2,二十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121011,227.09,3,2,2,有,有,46000000,267365,坡道平面,76.36,5700000,,RPWPMLRKNHJGFEA88DA,89.88,8.97,8.06,有,
北投區,房地(土地+建物),臺北市北投區光明路２１８之５號四樓,32.25,都市：其他:特定觀光商業專用區。,,,1130508,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0580320,109.82,2,2,1,有,無,14400000,131124,,0.0,0,其他增建；,RPPOMLTLNHJGFEA38DA,109.82,0.0,0.0,無,
北投區,房地(土地+建物)+車位,臺北市北投區天母西路１２０巷３９號十六樓,65.38,商,,,1130514,土地3建物1車位2,十六層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,0951127,422.75,2,2,2,有,有,86800000,205322,坡道平面,86.33,0,,RPSNMLKMNHJGFEA77DA,179.2,9.08,11.34,有,
信義區,房地(土地+建物),臺北市信義區永吉路２２５巷８之２號四樓,27.4,住,,,1130508,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070109,205.85,4,2,2,有,有,69990000,340005,,0.0,0,,RPTNMLTLNHJGFDA68EA,117.38,4.52,12.11,有,
文山區,房地(土地+建物)+車位,臺北市文山區保儀路９號七樓之１,13.58,商,,,1130405,土地1建物1車位2,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020110,182.2,4,2,2,有,有,33980000,212760,坡道機械,38.94,3500000,本案建物價款為新台幣3048萬元整含其應有土地持分，車位編號67號及68號車位價款為新台幣350萬元整含其應有土地持分。,RPTNMLQLMHJGFAA87DA,82.14,7.08,7.28,有,025
文山區,房地(土地+建物)+車位,臺北市文山區景興路１５３巷１９號十一樓之５,17.26,住,,,1130413,土地1建物1車位1,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830317,88.03999999999999,2,2,1,有,有,18200000,206701,坡道機械,0.0,1200000,陽台外推；其他增建；,RPVNMLRJNHJGFAA08DA,63.42,2.34,4.88,有,
中正區,房地(土地+建物)+車位,臺北市中正區南昌路二段１６８號五樓之１,12.46,商,,,1130420,土地2建物1車位2,五層,十四層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0970214,168.34,2,2,2,有,有,49880000,356425,坡道機械,41.02,4500000,其他增建；,RPSNMLSJNHJGFAA87DA,79.88,2.64,6.62,有,026
文山區,房地(土地+建物),臺北市文山區和平東路四段８８巷２０號二樓,63.67,都市：其他:第參類住宅用地(萬芳社區特定專用區)。,,,1130415,土地1建物1車位0,二層，夾層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770610,142.56,6,2,2,有,無,20600000,144501,,0.0,0,陽台外推；夾層；其他增建；,RPRNMLTJNHJGFAA87DA,120.08,0.0,10.83,無,
文山區,土地,興隆段二小段223地號,25.0,,,,1130423,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,414876,16595,,0.0,0,113年度臺北市政府以容積代金基金採購私有公共設施保留地之交易包含公共設施保留地用地；協議價購；,RPQNMLKKNHJGFAA96DA,0.0,0.0,0.0,無,
大同區,房地(土地+建物),臺北市大同區重慶北路三段２０３之３號六樓之８,9.62,住,,,1130403,土地2建物1車位0,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090728,78.1,0,0,0,無,有,19380000,248143,,0.0,0,,RPPPMLMKMHJGFBA27DA,34.43,12.95,0.0,有,
大同區,房地(土地+建物),臺北市大同區南京西路１８巷６弄３之２號二樓,26.47,商,,,1130404,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),,加強磚造,,70.53,2,2,2,有,無,21000000,297746,,0.0,0,其他增建；,RPXNMLNLMHJGFBA08DA,70.53,0.0,0.0,無,027
大同區,房地(土地+建物),臺北市大同區重慶北路三段２０３之３號五樓之２,8.68,住,,,1130410,土地2建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090728,70.49,0,0,0,無,有,18000000,255355,,0.0,0,,RPUOMLOLMHJGFBA97DA,33.08,9.67,0.0,有,
萬華區,房地(土地+建物),臺北市萬華區長泰街３０８巷３１號四樓,27.25,住,,,1130406,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,0630604,106.31,2,3,1,有,無,14300000,134512,,0.0,0,陽台外推；頂樓加蓋；其他增建；,RPSOMLPLMHJGFBA87DA,93.74,0.0,12.57,無,
萬華區,房地(土地+建物),臺北市萬華區雙園街６０巷３９號,10.46,住,,,1130407,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),,加強磚造,0560615,38.16,2,1,1,有,無,8250000,216195,,0.0,0,其他增建；,RPUOMLKMMHJGFBA67DA,38.16,0.0,0.0,無,028
