鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
土城區,土地,明德段16地號,45.81,住,,,1130508,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,19000000,414757,,0.0,0,,RPUNMLQKNHJGFAF48DA,0.0,0.0,0.0,無,0001
板橋區,車位,新北市板橋區英士路６１號等共同使用,0.28,商,,,1130507,土地1建物1車位1,,,其他,,,,18.02,0,0,0,無,有,1580000,,坡道機械,18.02,1580000,僅車位交易；,RPTOMLQKNHJGFAF48DA,0.0,0.0,0.0,有,0002
板橋區,房地(土地+建物),新北市板橋區瑞安街１５號二樓,12.62,住,,,1130502,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680315,37.51,3,2,1,有,無,5000000,133298,,0.0,0,1.持分移轉2.土地增值稅由買方負擔親友、員工、共有人或其他特殊關係間之交易；,RPXOMLQKNHJGFAF88DA,37.51,0.0,0.0,無,0003
土城區,房地(土地+建物),新北市土城區永安街１１５巷２８號二樓,27.03,住,,,1130502,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701119,100.66,4,2,1,有,無,9000000,89410,,0.0,0,陽台外推；其他增建；,RPVPMLQKNHJGFAF78DA,83.16,0.0,17.5,無,
板橋區,土地,新雅段1045地號,0.02,住,,,1130506,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5638,0,,0.0,0,,RPOQMLQKNHJGFAF18DA,0.0,0.0,0.0,無,0004
板橋區,土地,新雅段1045地號,0.02,住,,,1130506,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5638,0,,0.0,0,,RPPQMLQKNHJGFAF28DA,0.0,0.0,0.0,無,0004
新莊區,土地,公正段45地號,13.43,住,,,1130506,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1420000,105733,,0.0,0,,RPQTMLQJNHJGFBF68DA,0.0,0.0,0.0,無,0006
泰山區,房地(土地+建物),新北市泰山區明志路三段１８２巷６號,32.48,住,,,1130507,土地1建物1車位0,一層，騎樓,三層,公寓(5樓含以下無電梯),商業用,加強磚造,0630525,79.63,2,2,1,有,無,9500000,119302,,0.0,0,後面推出增建占用鄰地由買方負責拆除其他增建；,RPSOMLTJNHJGFBF68DA,79.63,0.0,0.0,無,
泰山區,土地,泰山段二小段311-8地號,2776.2,住,,,1130509,土地5建物0車位0,,,其他,,,,0.0,0,0,0,無,無,407303000,146712,,0.0,0,,RPVOMLTJNHJGFBF98DA,0.0,0.0,0.0,無,
新莊區,土地,中泰段1189地號,2.94,都市：其他:道路用地,,,1130502,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,500000,170068,,0.0,0,包含公共設施保留地用地；,RPTOMLQKNHJGFBF58DA,0.0,0.0,0.0,無,
深坑區,房地(土地+建物)+車位,新北市深坑區北深路三段２３８之２號十六樓,5.88,工,,,1130507,土地2建物1車位1,十六層,十六層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0981221,90.65,1,0,1,有,有,7800000,138020,坡道平面,44.28,1400000,,RPSOMLSJNHJGFCF68DA,26.79,0.0,5.36,有,0007
新店區,土地,安華段650地號,473.28,都市：其他:保護區,,,1130509,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1893120,4000,,0.0,0,,RPQOMLPKNHJGFCF28DA,0.0,0.0,0.0,無,
淡水區,房地(土地+建物)+車位,新北市淡水區中山北路一段２２７號十樓,9.04,住,,,1130501,土地1建物1車位1,十層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880806,133.6,3,2,2,有,有,10000000,74850,坡道平面,0.0,0,,RPRPMLPKNHJGFEF68DA,65.57,1.87,13.56,有,0008
蘆洲區,土地,保和段320地號,53.0,商,,,1130510,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,19200000,362264,,0.0,0,未登記建物；,RPPOMLTJNHJGFGF88DA,0.0,0.0,0.0,無,
蘆洲區,房地(土地+建物),新北市蘆洲區中山二路４號三樓,22.31,住,,,1130502,土地1建物1車位0,三層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690827,100.0,3,2,1,有,無,4500000,45000,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRPMLRKNHJGFGF09DA,100.0,0.0,0.0,無,
中和區,房地(土地+建物),新北市中和區圓通路３６９巷６之２號五樓,34.95,都市：其他:住宅區,,,1130502,土地2建物1車位0,五層，夾層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0780303,148.51,5,2,3,有,無,15000000,101003,,0.0,0,,RPPOMLOKNHJGFHF58DA,113.01,8.72,16.4,無,0009
板橋區,房地(土地+建物),新北市板橋區南雅南路一段８號三樓之十二,1.61,商,,,1130504,土地1建物1車位0,三層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0830528,17.64,0,1,0,有,有,1800000,102041,,0.0,0,,RPUOMLNKNHJGFAF38EA,7.91,0.0,0.0,有,0010
五股區,房地(土地+建物)+車位,新北市五股區登林路貿商巷６弄８號十四樓,28.46,都市：其他:住宅區,,,1130502,土地2建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910731,166.41,3,2,2,有,有,2700000,16225,坡道平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUNMLQKNHJGFBF68EA,91.39,0.0,12.56,有,
汐止區,房地(土地+建物),新北市汐止區湖東街１６號,156.54,都市：其他:風景區,,,1130506,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0701231,79.61,4,2,3,有,無,12000000,150735,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLQKNHJGFDF48EA,70.29,4.05,5.26,無,
汐止區,房地(土地+建物)+車位,新北市汐止區伯爵街９７巷３３號１０樓,44.96,,山坡地保育區,丙種建築用地,1130509,土地1建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890929,134.26999999999998,3,2,2,有,有,12200000,90862,坡道平面,0.0,0,陽台外推；,RPTNMLQKNHJGFDF78EA,67.98,0.92,8.93,有,0011
鶯歌區,土地,中湖段1184地號,1.38,,山坡地保育區,農牧用地,1130506,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,8288,6006,,0.0,0,地清或未辦繼承標售；,RPPNMLMLNHJGFIF58EA,0.0,0.0,0.0,無,0012
板橋區,房地(土地+建物),新北市板橋區中正路４２７號四樓,31.75,住,,,1130504,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0630830,93.73,3,2,1,有,無,11000000,117358,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUQMLPKNHJGFAF68DA,93.73,0.0,0.0,無,
土城區,土地,金城段327地號,46.69,都市：其他:道路用地,,,1130502,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,6000000,128507,,0.0,0,,RPWNMLKLNHJGFAF18DA,0.0,0.0,0.0,無,0013
新莊區,房地(土地+建物)+車位,新北市新莊區富貴路１２５號二十一樓,18.35,住,,,1130507,土地1建物1車位1,二十一層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121020,159.24,4,2,2,有,有,12000000,80543,坡道平面,17.7,600000,親友、員工、共有人或其他特殊關係間之交易；,RPVOMLKLNHJGFBF28DA,81.61,6.12,8.23,有,
汐止區,房地(土地+建物)+車位,新北市汐止區國興街２２巷８６號三樓,37.56,,鄉村區,乙種建築用地,1130503,土地1建物1車位1,三層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,1121030,139.51999999999998,3,2,1,有,有,19440000,169776,坡道平面,37.68,2150000,,RPWNMLRJNHJGFDF98DA,62.83,0.3,3.25,有,
汐止區,車位,新北市汐止區新台五路一段１５９號地下一層,0.19,商,,,1130502,土地1建物1車位2,地下一層,十四層,其他,管理員室,鋼筋混凝土造,0880706,48.62,0,0,0,無,有,3260000,,坡道機械,48.62,3260000,僅車位交易；,RPOOMLRJNHJGFDF28DA,0.0,0.0,0.0,有,
萬里區,土地,中萬里加投段瑪鍊港內小段298地號,6084.84,,山坡地保育區,林業用地,1130501,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,7887768,1296,,0.0,0,61地號買賣總價771000298地號買賣總價7116768,RPTNMLNKNHJGFDF38DA,0.0,0.0,0.0,無,
汐止區,房地(土地+建物)+車位,新北市汐止區大同路三段６１７號２４樓之６,6.29,住,,,1130507,土地1建物1車位1,二十四層,三十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880203,76.28,4,2,3,有,有,2440000,31987,坡道機械,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWOMLRKNHJGFDF56DA,45.66,0.0,4.54,有,
汐止區,房地(土地+建物),新北市汐止區新台五路二段２４６號五樓之３,10.82,住,,,1130501,土地2建物1車位0,五層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840320,83.47999999999999,2,1,1,有,有,8150000,97628,,0.0,0,陽台外推；,RPSOMLKLNHJGFDF18DA,62.36,0.0,8.58,有,0014
三芝區,房地(土地+建物),新北市三芝區淺水灣街３號七樓之５,18.76,,山坡地保育區,丙種建築用地,1130510,土地1建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860419,48.17,1,0,1,有,有,2650000,55013,,0.0,0,,RPWNMLKLNHJGFEF58DA,31.03,0.0,4.14,有,
瑞芳區,土地,黃金段2755-1地號,3334.72,,山坡地保育區,農牧用地,1130503,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,13113750,3932,,0.0,0,,RPQNMLTLMHJGFFF88DA,0.0,0.0,0.0,無,
中和區,車位,新北市中和區和平街６８號等,0.11,住,,,1130509,土地1建物1車位1,,,其他,,,,36.55,0,0,0,無,有,2200000,,坡道平面,36.55,2200000,僅車位交易；,RPRPMLPKNHJGFHF98DA,0.0,0.0,0.0,有,
樹林區,房地(土地+建物),新北市樹林區光興街３２０巷３號,58.0,,山坡地保育區,丙種建築用地,1130501,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0721124,85.5,3,2,2,有,無,7300000,85380,,0.0,0,,RPRNMLMJNHJGFIF48DA,67.5,9.0,9.0,無,
板橋區,房地(土地+建物),新北市板橋區懷德街６９號二樓,15.64,住,,,1130508,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0761102,51.16,3,1,1,有,無,4500000,87959,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPPMLNKNHJGFAF97EA,49.48,0.0,1.68,無,
汐止區,土地,保安段1897-3地號,63.81,工,,,1130504,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,8875000,139085,,0.0,0,,RPPNMLLLNHJGFDF97EA,0.0,0.0,0.0,無,
汐止區,土地,保安段1897-4地號,23.1,工,,,1130504,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3215000,139177,,0.0,0,,RPQNMLLLNHJGFDF08EA,0.0,0.0,0.0,無,0015
淡水區,房地(土地+建物)+車位,新北市淡水區新市六路一段１０號十九樓,18.93,住,,,1130506,土地1建物1車位1,十九層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1120724,153.39999999999998,3,2,2,有,有,11200000,73012,坡道平面,29.87,0,,RPPNMLLLNHJGFEF08EA,77.14,0.0,3.66,有,0016
瑞芳區,房地(土地+建物),新北市瑞芳區三爪子坑路１３巷１４５號三樓,33.93,,鄉村區,乙種建築用地,1130507,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,102.46,3,2,1,有,無,2440000,23814,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLKLNHJGFFF18EA,102.46,0.0,0.0,無,
雙溪區,土地,石壁坑段214-40地號,4100.0,,山坡地保育區,林業用地,1130515,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1350000,329,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLKLNHJGFFF38EA,0.0,0.0,0.0,無,0017
中和區,房地(土地+建物),新北市中和區景平路１８２號九樓之二,2.54,都市：其他:住宅區,,,1130501,土地4建物1車位0,九層,四十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0861104,44.31,1,0,1,有,有,6320000,142631,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；陽台外推；,RPPNMLPKNHJGFHF68EA,29.3,0.0,5.04,有,0018
鶯歌區,土地,尖山腳段561地號,68.26,住,,,1130502,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5574798,81670,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLRKNHJGFIF66EA,0.0,0.0,0.0,無,0019
板橋區,房地(土地+建物),新北市板橋區民有街５９號,35.19,住,,,1130501,土地1建物1車位0,一層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0861015,157.61,2,2,1,有,無,30500000,193516,,0.0,0,陽台外推；,RPVNMLLLNHJGFAF18DA,114.28,0.0,10.01,有,
五股區,土地,五股段599地號,23.4,都市：其他:住宅區,,,1130510,土地4建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2053200,87744,,0.0,0,,RPPNMLKKNHJGFBF47DA,0.0,0.0,0.0,無,0020
泰山區,房地(土地+建物),新北市泰山區泰林路二段１６４巷３７號三樓,14.62,住,,,1130503,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670201,39.21,3,1,1,有,無,1000000,25504,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVPMLKLNHJGFBF38DA,39.21,0.0,0.0,無,
新店區,房地(土地+建物),新北市新店區安和路三段４７巷３號八樓之二,10.6,住,,,1130502,土地2建物1車位0,八層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831124,92.32000000000001,2,2,1,有,有,13700000,148397,,0.0,0,陽台外推；,RPQOMLKKNHJGFCF77DA,77.09,2.54,6.8,有,
新店區,車位,新北市新店區北宜路二段１２３號地下一層等共同使用,15.08,住,,,1130510,土地1建物1車位2,,,其他,,,,87.97,0,0,0,無,有,2500000,,坡道平面,87.98,2500000,僅車位交易；,RPVNMLOKNHJGFCF58DA,0.0,0.0,0.0,有,0021
淡水區,房地(土地+建物)+車位,新北市淡水區中正東路一段１０５巷７號八樓,27.17,住,,,1130506,土地1建物1車位1,八層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0990910,372.36,5,2,4,有,有,41280000,115792,坡道平面,33.13,2000000,陽台外推；其他增建；,RPTOMLLLNHJGFEF48DA,178.66,3.55,46.57,有,0022
雙溪區,土地,柑腳段盤山坑小段89地號,86.0,,山坡地保育區,丙種建築用地,1130508,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,600000,6977,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLKLNHJGFFF97DA,0.0,0.0,0.0,無,
三重區,房地(土地+建物),新北市三重區自強路一段８５號十一樓,4.18,住,,,1130502,土地1建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841129,43.7,1,1,1,有,有,6500000,148741,,0.0,0,,RPUNMLQJNHJGFGF98DA,27.7,0.0,0.0,有,
三重區,車位,新北市三重區集英路６９號等,2.23,商,,,1130503,土地1建物1車位1,,,其他,,,,32.09,0,0,0,無,有,2500000,,坡道平面,32.09,2500000,僅車位交易；,RPOPMLRKNHJGFGF78DA,0.0,0.0,0.0,有,0023
三重區,房地(土地+建物)+車位,新北市三重區集賢路１１０之１號,25.39,住,,,1130512,土地1建物1車位1,一層，二層,二十八層,住宅大樓(11層含以上有電梯),商業用,鋼骨鋼筋混凝土造,1000527,166.09,0,0,0,無,有,26000000,156542,坡道平面,39.53,0,地下一層編號56號機車位夾層；,RPQQMLRKNHJGFGF09DA,85.51,0.0,18.55,有,
中和區,房地(土地+建物),新北市中和區忠孝街１２４巷１０號十四樓之二,5.27,住,,,1130509,土地1建物1車位0,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841201,29.369999999999997,1,0,1,有,有,5500000,187266,,0.0,0,,RPUOMLKKNHJGFHF68DA,20.69,0.0,4.46,有,0024
中和區,車位,新北市中和區安樂路２巷６號等,1.12,商,,,1130501,土地1建物1車位3,,,其他,,,,70.5,0,0,0,無,有,6450000,,坡道平面,70.5,6450000,僅車位交易；,RPQNMLLLNHJGFHF38DA,0.0,0.0,0.0,有,0025
三峽區,房地(土地+建物),新北市三峽區介壽路三段４３巷４號,67.04,,鄉村區,乙種建築用地,1130507,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0621213,104.16,4,2,2,有,無,8250000,79205,,0.0,0,有關本案一切稅費皆由買方負擔。,RPPNMLRKNHJGFIF88DA,104.16,0.0,0.0,無,
三峽區,房地(土地+建物)+車位,新北市三峽區大學路１７６號四樓,34.55,住,,,1130509,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960725,141.84,5,0,5,有,有,16580000,116892,坡道機械,11.55,0,含租約；,RPTNMLRKNHJGFIF66DA,79.81,5.76,10.31,有,0026
瑞芳區,房地(土地+建物),新北市瑞芳區中山路１８０巷９號,33.85,,鄉村區,乙種建築用地,1130510,土地1建物1車位0,二層，陽台,三層,公寓(5樓含以下無電梯),住家用,加強磚造,,92.5,2,1,1,有,無,2500000,27027,,0.0,0,,RPRNMLLLNHJGFFF38EA,92.5,0.0,0.0,無,
三峽區,土地,大埔一段212地號,30.3,,鄉村區,乙種建築用地,1130509,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,450000,14851,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLLLNHJGFIF48EA,0.0,0.0,0.0,無,
板橋區,土地,府中段234-1地號,2.89,都市：其他:道路用地,,,1130503,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,680000,235294,,0.0,0,包含公共設施保留地用地；,RPVOMLKLNHJGFAF18DA,0.0,0.0,0.0,無,0027
林口區,土地,嘉寶一段550地號,1113.13,都市：其他:保護區,,,1130515,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4040600,3630,,0.0,0,,RPQNMLQKNHJGFBF18DA,0.0,0.0,0.0,無,
新莊區,土地,瓊泰段926-3地號,47.27,都市：其他:道路用地,,,1130507,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,6000000,126930,,0.0,0,,RPPNMLMLNHJGFBF77DA,0.0,0.0,0.0,無,
新店區,房地(土地+建物)+車位,新北市新店區中央五街１００號二樓,21.47,住,,,1130513,土地1建物1車位1,二層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1130219,119.78999999999999,2,2,1,有,有,23550000,223959,升降機械,24.46,2200000,,RPTOMLMLNHJGFCF38DA,57.43,0.0,6.85,有,
新店區,車位,新北市新店區中正路４８５號等共同使用,0.53,,,,1130514,土地2建物1車位1,,,其他,,,,45.74,0,0,0,無,有,2500000,,坡道平面,45.74,2500000,僅車位交易；,RPVOMLMLNHJGFCF58DA,0.0,0.0,0.0,有,0028
金山區,房地(土地+建物),新北市金山區山城路９０巷２０號６樓,18.46,,山坡地保育區,丙種建築用地,1130507,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860521,40.14,1,1,1,有,有,1850000,46089,,0.0,0,,RPTNMLMLNHJGFDF38DA,26.54,0.0,3.88,有,0029
八里區,房地(土地+建物),新北市八里區華峰一街６７號,26.49,住,,,1130503,土地1建物1車位0,一層，騎樓,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0720318,95.79,0,0,0,無,無,11000000,114835,,0.0,0,,RPPOMLNJNHJGFEF08DA,85.21,10.58,0.0,無,
淡水區,房地(土地+建物),新北市淡水區學府路１３６巷６１號八樓之１５,7.1,住,,,1130511,土地1建物1車位0,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961002,33.84,1,1,1,有,有,3600000,106383,,0.0,0,陽台外推；,RPSNMLLLNHJGFEF28DA,19.67,0.0,2.94,有,0030
三芝區,房地(土地+建物),新北市三芝區淺水灣街９之１號七樓,21.97,,山坡地保育區,丙種建築用地,1130507,土地2建物1車位0,七層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860611,58.13,1,1,1,有,有,2500000,43007,,0.0,0,夾層；,RPOOMLMLNHJGFEF08DA,38.41,0.0,4.05,有,
三芝區,房地(土地+建物),新北市三芝區淡金路二段８７巷１號四樓之１２,4.24,住,,,1130509,土地1建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870304,33.4,1,1,1,有,有,1650000,49401,,0.0,0,,RPPOMLMLNHJGFEF18DA,22.04,0.0,4.16,有,
淡水區,土地,中和段849地號,364.03,,特定農業區,農牧用地,1130508,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1100000,3022,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPXOMLMLNHJGFEF98DA,0.0,0.0,0.0,無,
瑞芳區,土地,深澳新段245地號,20.15,,鄉村區,乙種建築用地,1130519,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,200000,9926,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLKLNHJGFFF08DA,0.0,0.0,0.0,無,
蘆洲區,房地(土地+建物),新北市蘆洲區民權路６１巷４弄１６號,23.3,住,,,1130503,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700522,87.01,3,2,2,有,無,18300000,210321,,0.0,0,其他增建；,RPTPMLOKNHJGFGF98DA,71.92,15.09,0.0,無,0031
三重區,房地(土地+建物),新北市三重區中正北路３９４巷４弄５號,29.81,都市：其他:住宅區,,,1130508,土地4建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0761113,105.21,3,2,1,有,無,20000000,190096,,0.0,0,其他增建；,RPWNMLKLNHJGFGF78DA,86.08,11.58,0.0,無,0032
中和區,房地(土地+建物)+車位,新北市中和區中正路７００號十八樓之五,50.52,工,,,1130507,土地1建物2車位4,十八層,十八層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0900227,646.83,0,0,0,無,有,66950000,103505,坡道平面,135.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRUMLOKNHJGFHF76DA,339.11,0.0,0.0,有,0033
中和區,車位,新北市中和區國光街２１５巷８弄３號等,1.01,住,,,1130505,土地1建物1車位2,,,其他,,,,79.41,0,0,0,無,有,3850000,,坡道平面,79.4,3850000,兩車位土地價款:219萬元整 兩車位建物價款:166萬元整僅車位交易；,RPPNMLMLNHJGFHF38DA,0.0,0.0,0.0,有,0034
三峽區,土地,白雞段紫微小段347-33地號,31.0,,森林區,丙種建築用地,1130503,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,400000,12903,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPUOMLNJNHJGFIF98DA,0.0,0.0,0.0,無,
樹林區,房地(土地+建物)+車位,新北市樹林區八德街８５８號,78.63,住,,,1130505,土地1建物1車位1,全,五層,透天厝,住家用,鋼筋混凝土造,0960509,200.58,5,1,5,有,有,17500000,87247,一樓平面,0.0,0,陽台外推；,RPXNMLMLNHJGFIF66DA,183.73,0.0,16.57,無,
板橋區,房地(土地+建物)+車位,新北市板橋區南雅西路二段１２３巷１６號六樓,38.41,住,,,1130501,土地1建物1車位1,六層，見其他登記事項,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1101021,150.59,3,2,2,有,有,24000000,165890,一樓平面,24.0,3000000,,RPOOMLLLNHJGFAF67EA,64.68,0.0,13.52,有,
土城區,房地(土地+建物),新北市土城區中央路二段１４巷１１號四樓,20.96,住,,,1130502,土地2建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640514,67.0,2,2,1,有,無,7200000,107463,,0.0,0,陽台外推；頂樓加蓋；,RPPNMLMLNHJGFAF77EA,62.0,0.0,5.0,無,
五股區,房地(土地+建物)+車位,新北市五股區新五路三段２５８號八樓,12.92,商,,,1130509,土地1建物1車位1,八層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060104,124.08,2,1,1,有,有,12650000,118032,坡道平面,33.85,2000000,,RPPNMLMLNHJGFBF87EA,55.19,0.0,5.25,有,0035
新店區,房地(土地+建物),新北市新店區建國路２３６號三樓,13.4,住,,,1130512,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690303,52.77,3,2,2,有,無,7950000,150654,,0.0,0,,RPQNMLKLNHJGFCF87EA,49.02,0.0,3.75,無,0036
新店區,土地,平廣段8-79地號,9100.38,都市：其他:保安保護區,,,1130513,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5500000,604,,0.0,0,,RPPNMLMLNHJGFCF97EA,0.0,0.0,0.0,無,
烏來區,土地,福山段531地號,210.0,都市：其他:保安保護區,,,1130515,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,50000,238,,0.0,0,,RPSNMLMLNHJGFCF28EA,0.0,0.0,0.0,無,
萬里區,土地,下萬里加投段清水溪小段74-3地號,4094.0,,山坡地保育區,林業用地,1130506,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2906740,710,,0.0,0,,RPSOMLLLNHJGFDF38EA,0.0,0.0,0.0,無,
淡水區,房地(土地+建物),新北市淡水區水碓２５巷１號六樓,37.86,,山坡地保育區,丙種建築用地,1130503,土地1建物1車位0,六層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840117,91.83,2,2,1,有,有,2700000,29402,,0.0,0,,RPSNMLMLNHJGFEF48EA,67.5,5.8,10.18,有,
淡水區,土地,新市段224地號,108.13,住,,,1130502,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,19625744,181501,,0.0,0,,RPUNMLMLNHJGFEF68EA,0.0,0.0,0.0,無,0037
貢寮區,土地,朝陽段1824地號,16.62,都市：其他:一般保護區,,,1130502,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5825,350,,0.0,0,地清或未辦繼承標售；,RPPNMLNLNHJGFFF38EA,0.0,0.0,0.0,無,0038
